Time,Emotion
2024-07-12 02:01:49,neutral
2024-07-12 02:01:49,fear
2024-07-12 02:01:50,fear
2024-07-12 02:01:50,fear
2024-07-12 02:01:51,fear
2024-07-12 02:01:51,fear
2024-07-12 02:01:51,fear
2024-07-12 02:01:52,fear
2024-07-12 02:01:52,sad
2024-07-12 02:01:53,fear
2024-07-12 02:01:54,sad
2024-07-12 02:01:54,sad
2024-07-12 02:01:55,fear
2024-07-12 02:01:55,angry
2024-07-12 02:01:56,neutral
2024-07-12 02:01:56,sad
2024-07-12 02:01:56,sad
2024-07-12 02:01:57,neutral
2024-07-12 02:01:57,sad
2024-07-12 02:01:58,neutral
2024-07-12 02:01:58,neutral
2024-07-12 02:01:59,neutral
2024-07-12 02:01:59,neutral
2024-07-12 02:02:00,neutral
2024-07-12 02:02:00,sad
2024-07-12 02:02:01,angry
2024-07-12 02:02:01,neutral
2024-07-12 02:02:02,neutral
2024-07-12 02:02:02,neutral
2024-07-12 02:02:03,neutral
2024-07-12 02:02:03,sad
2024-07-12 02:02:04,fear
2024-07-12 02:02:04,fear
2024-07-12 02:02:05,angry
2024-07-12 02:02:05,angry
2024-07-12 02:02:06,sad
2024-07-12 02:02:06,angry
2024-07-12 02:02:07,angry
2024-07-12 02:02:07,angry
2024-07-12 02:02:08,neutral
2024-07-12 02:02:09,angry
2024-07-12 02:02:09,neutral
2024-07-12 02:02:10,neutral
2024-07-12 02:02:10,neutral
2024-07-12 02:02:11,neutral
2024-07-12 02:02:11,neutral
2024-07-12 02:02:12,neutral
2024-07-12 02:02:12,neutral
2024-07-12 02:02:13,neutral
2024-07-12 02:02:13,neutral
2024-07-12 02:02:13,neutral
2024-07-12 02:02:14,happy
2024-07-12 02:02:14,happy
2024-07-12 02:02:15,happy
2024-07-12 02:02:15,happy
2024-07-12 02:02:16,happy
2024-07-12 02:02:16,happy
2024-07-12 02:02:17,happy
2024-07-12 02:02:17,happy
2024-07-12 02:02:18,happy
2024-07-12 02:02:18,happy
2024-07-12 02:02:19,happy
2024-07-12 02:02:19,happy
2024-07-12 02:02:20,happy
2024-07-12 02:02:21,neutral
2024-07-12 02:02:21,neutral
2024-07-12 02:02:22,neutral
2024-07-12 02:02:22,neutral
2024-07-12 02:02:23,neutral
2024-07-12 02:02:23,neutral
2024-07-12 02:02:24,neutral
2024-07-12 02:02:24,neutral
2024-07-12 02:02:25,happy
2024-07-12 02:02:26,neutral
2024-07-12 02:02:26,neutral
2024-07-12 02:02:26,neutral
2024-07-12 02:02:27,neutral
2024-07-12 02:02:28,neutral
2024-07-12 02:02:28,neutral
2024-07-12 02:02:29,neutral
2024-07-12 02:02:30,neutral
2024-07-12 02:02:31,neutral
2024-07-12 02:02:31,neutral
2024-07-12 02:02:32,angry
2024-07-12 02:02:33,sad
2024-07-12 02:02:33,happy
2024-07-12 02:02:34,happy
2024-07-12 02:02:35,fear
2024-07-12 02:02:35,fear
2024-07-12 02:02:36,happy
2024-07-12 02:02:36,happy
2024-07-12 02:02:37,neutral
2024-07-12 02:02:37,neutral
2024-07-12 02:02:38,fear
2024-07-12 02:02:39,angry
2024-07-12 02:02:39,surprise
2024-07-12 02:02:40,fear
2024-07-12 02:02:41,surprise
2024-07-12 02:02:41,fear
2024-07-12 02:02:42,fear
2024-07-12 02:02:43,surprise
2024-07-12 02:02:44,fear
2024-07-12 02:02:44,fear
2024-07-12 02:02:45,sad
2024-07-12 02:02:46,fear
2024-07-12 02:02:46,neutral
2024-07-12 02:02:47,happy
2024-07-12 02:02:47,angry
2024-07-12 02:02:48,neutral
2024-07-12 02:02:49,sad
2024-07-12 02:02:49,fear
2024-07-12 02:02:50,fear
2024-07-12 02:02:51,neutral
2024-07-12 02:02:51,neutral
2024-07-12 02:02:52,neutral
2024-07-12 02:02:53,fear
2024-07-12 02:02:54,neutral
